observation_id,material_id,state_id,property,result_kind,value_si,minimum_si,maximum_si,unit,basis,conditions,method,source_url,source_locator,original_value,original_unit,significant_figures
obs-98c38327cbc2ce5e2d60,tecapeek-ht-black,,flexural_strength,point,192000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 6 (TECAPEEK HT black), row Flexural strength",192,MPa,3
obs-b299d4b083bd70be282e,tecapeek-st-black,,density,point,1320.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Density",1.32,g/cm³,3
obs-98bfc7f9589f6eeaa0b5,tecapeek-st-black,,youngs_modulus,point,4600000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Modulus of elasticity (tensile test)","4,600",MPa,4
obs-98fd9a33e3e96c3a05f0,tecapeek-st-black,,ultimate_tensile_strength,point,134000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Tensile strength",134,MPa,3
obs-35adbfb9663ffa035154,tecapeek-st-black,,tensile_yield_strength,point,134000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Tensile strength at yield",134,MPa,3
obs-4abee46f5dea7b08d107,tecapeek-st-black,,elongation_at_break,point,0.13,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Elongation at break",13,%,2
obs-d79155187205dc30eadc,tecapeek-st-black,,flexural_strength,point,193000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 7 (TECAPEEK ST black), row Flexural strength",193,MPa,3
obs-405d4ac15f252992a41f,tecatec-peek-cw50,,density,point,1490.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Density",1.49,g/cm³,3
obs-6eca42f4c014a03e2a13,tecatec-peek-cw50,,youngs_modulus,point,53200000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Modulus of elasticity (tensile test)","53,200",MPa,5
obs-ded5f99b88229ea99131,tecatec-peek-cw50,,ultimate_tensile_strength,point,491000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Tensile strength",491,MPa,3
obs-6afa4f1665a50e1e8a6c,tecatec-peek-cw50,,flexural_strength,point,813000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 8 (TECATEC PEEK CW50), row Flexural strength",813,MPa,3
obs-3985d3e68f0529cec1e3,tecatec-pekk-cw60,,density,point,1610.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Density",1.61,g/cm³,3
obs-a6dab510d759b49a7a3f,tecatec-pekk-cw60,,youngs_modulus,point,54300000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Modulus of elasticity (tensile test)","54,300",MPa,5
obs-c420f814e4f53d17cc45,tecatec-pekk-cw60,,ultimate_tensile_strength,point,585000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Tensile strength",585,MPa,3
obs-2698ecc88c0c8e5aebd1,tecatec-pekk-cw60,,flexural_strength,point,960000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 9 (TECATEC PEKK CW60), row Flexural strength",960,MPa,3
obs-696bca6f64761b2db7a6,tecator-5013,,density,point,1400.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Density",1.4,g/cm³,2
obs-8a1427fc5ac1f9d3d533,tecator-5013,,youngs_modulus,point,3800000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Modulus of elasticity (tensile test)","3,800",MPa,4
obs-8e130343fe274764c573,tecator-5013,,ultimate_tensile_strength,point,151000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Tensile strength",151,MPa,3
obs-15e10835951a373f2f2e,tecator-5013,,tensile_yield_strength,point,151000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Tensile strength at yield",151,MPa,3
obs-80b13ab0df2e26160010,tecator-5013,,elongation_at_break,point,0.21,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Elongation at break",21,%,2
obs-eba9855cb234526cc4e9,tecator-5013,,thermal_conductivity,point,0.29,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ASTM E1530,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 95, Material standard values, column 10 (TECATOR 5013), row Thermal conductivity",0.29,W/(m·K),2
obs-07420e69ba81b08d46b9,tecator-5031-pvx,,density,point,1460.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Density",1.46,g/cm³,3
obs-84fb1d9bed8a703043db,tecator-5031-pvx,,youngs_modulus,point,5900000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Modulus of elasticity (tensile test)","5,900",MPa,4
obs-c63e37a365e0fdb94c0c,tecator-5031-pvx,,ultimate_tensile_strength,point,135000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Tensile strength",135,MPa,3
obs-2f5e25f4fd7f7fbe5a24,tecator-5031-pvx,,tensile_yield_strength,point,135000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Tensile strength at yield",135,MPa,3
obs-67007a408b79d9f01128,tecator-5031-pvx,,elongation_at_break,point,0.07,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Elongation at break",7,%,1
obs-f86866bdca8eebab2db9,tecator-5031-pvx,,thermal_conductivity,point,0.6,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ASTM E1530,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 1 (TECATOR 5031 PVX), row Thermal conductivity",0.60,W/(m·K),2
obs-46f8a7108a56e7b41a3a,tecasint-1011,,density,point,1340.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Density",1.34,g/cm³,3
obs-b94b53e904e54f1a3559,tecasint-1011,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-ea8368d25a91f13748e9,tecasint-1011,,ultimate_tensile_strength,point,116000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Tensile strength",116,MPa,3
obs-88ca2b0bf760cf188ac4,tecasint-1011,,elongation_at_break,point,0.09,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Elongation at break",9.0,%,2
obs-a17b7d32e22111549b6a,tecasint-1011,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Thermal conductivity",0.22,W/(m·K),2
obs-e3b1a5fb0bed6d0b623e,tecasint-1011,,flexural_strength,point,210000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 2 (TECASINT 1011), row Flexural strength",210,MPa,3
obs-fc5d65edbd6f1906b9c1,tecasint-1021,,density,point,1420.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Density",1.42,g/cm³,3
obs-e761858aa5d4dd5cde65,tecasint-1021,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-78a0a042adcac664c44f,tecasint-1021,,ultimate_tensile_strength,point,97000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Tensile strength",97,MPa,2
obs-a3b67ac995cdea291744,tecasint-1021,,elongation_at_break,point,0.027999999999999997,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Elongation at break",2.8,%,2
obs-c296f09eed9de90ec5d3,tecasint-1021,,thermal_conductivity,point,0.53,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Thermal conductivity",0.53,W/(m·K),2
obs-f481ce7ddd775ff28556,tecasint-1021,,flexural_strength,point,150000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 3 (TECASINT 1021), row Flexural strength",150,MPa,3
obs-69a63e6173e06d4de544,tecasint-1031,,density,point,1570.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 4 (TECASINT 1031), row Density",1.57,g/cm³,3
obs-c80cd5a792ed0d0bcc0f,tecasint-1031,,ultimate_tensile_strength,point,65000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 4 (TECASINT 1031), row Tensile strength",65,MPa,2
obs-17a33d66b306562609d3,tecasint-1031,,elongation_at_break,point,0.022000000000000002,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 4 (TECASINT 1031), row Elongation at break",2.2,%,2
obs-722ea7f32015cd33dc56,tecasint-1031,,flexural_strength,point,88000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 4 (TECASINT 1031), row Flexural strength",88,MPa,2
obs-e3d68bd73b9c7b589108,tecasint-1041,,density,point,1670.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 5 (TECASINT 1041), row Density",1.67,g/cm³,3
obs-56b08a24908f673f80f0,tecasint-1041,,youngs_modulus,point,4340000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 5 (TECASINT 1041), row Modulus of elasticity (tensile test)","4,340",MPa,4
obs-fd96c3816665d0391cbf,tecasint-1041,,ultimate_tensile_strength,point,82000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 5 (TECASINT 1041), row Tensile strength",82,MPa,2
obs-bc69a15139d778870c2e,tecasint-1041,,elongation_at_break,point,0.027999999999999997,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 5 (TECASINT 1041), row Elongation at break",2.8,%,2
obs-a45091945b441567ac0e,tecasint-1041,,flexural_strength,point,126000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 5 (TECASINT 1041), row Flexural strength",126,MPa,3
obs-eae6d223822c8fead058,tecasint-1061,,density,point,1480.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 6 (TECASINT 1061), row Density",1.48,g/cm³,3
obs-7b0c54ec569885c73a13,tecasint-1061,,ultimate_tensile_strength,point,77000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 6 (TECASINT 1061), row Tensile strength",77,MPa,2
obs-90109a936492b6822574,tecasint-1061,,elongation_at_break,point,0.028999999999999998,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 6 (TECASINT 1061), row Elongation at break",2.9,%,2
obs-c716f25a3332cd750543,tecasint-1061,,flexural_strength,point,120000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 6 (TECASINT 1061), row Flexural strength",120,MPa,3
obs-0c15ab9ba616a0f9da39,tecasint-1101,,density,point,1340.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Density",1.34,g/cm³,3
obs-ca73a006aca947024514,tecasint-1101,,youngs_modulus,point,4000000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Modulus of elasticity (tensile test)","4,000",MPa,4
obs-08f13cac03bedd540150,tecasint-1101,,ultimate_tensile_strength,point,153000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Tensile strength",153,MPa,3
obs-ee243f89a4b9527c6a6f,tecasint-1101,,elongation_at_break,point,0.07400000000000001,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Elongation at break",7.4,%,2
obs-d2f88aed76003640a120,tecasint-1101,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Thermal conductivity",0.22,W/(m·K),2
obs-49a35ea62a5968bc1dc4,tecasint-1101,,flexural_strength,point,209000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 7 (TECASINT 1101), row Flexural strength",209,MPa,3
obs-c180ae68e5f49b21e137,tecasint-1611,,density,point,1510.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 8 (TECASINT 1611), row Density",1.51,g/cm³,3
obs-9dcba6ad4e9e46359a98,tecasint-1611,,ultimate_tensile_strength,point,82000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 8 (TECASINT 1611), row Tensile strength",82,MPa,2
obs-68cce0ef9ad4bb2024b7,tecasint-1611,,elongation_at_break,point,0.040999999999999995,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 8 (TECASINT 1611), row Elongation at break",4.1,%,2
obs-1209002607443dee0307,tecasint-1611,,flexural_strength,point,122000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 8 (TECASINT 1611), row Flexural strength",122,MPa,3
obs-cbf2a7bb7324568e2661,tecasint-2011,,density,point,1380.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Density",1.38,g/cm³,3
obs-c50659a03eeceab975bf,tecasint-2011,,youngs_modulus,point,3700000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Modulus of elasticity (tensile test)","3,700",MPa,4
obs-cc128e75ccd5bbf0c51a,tecasint-2011,,ultimate_tensile_strength,point,118000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Tensile strength",118,MPa,3
obs-4b0eae986fe60cdc6ff6,tecasint-2011,,elongation_at_break,point,0.045,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Elongation at break",4.5,%,2
obs-4ba536035a30f38db1a5,tecasint-2011,,thermal_conductivity,point,0.22,,,W/(m*K),typical,"{""product_form"": ""stock_shape""}",ISO 8302,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Thermal conductivity",0.22,W/(m·K),2
obs-0d208cd5935d4c0736b4,tecasint-2011,,flexural_strength,point,177000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 9 (TECASINT 2011), row Flexural strength",177,MPa,3
obs-f9b80ca2b7351b94ab4c,tecasint-2021,,density,point,1450.0,,,kg/m^3,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 1183,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 10 (TECASINT 2021), row Density",1.45,g/cm³,3
obs-d81ec3322ef47df05d33,tecasint-2021,,youngs_modulus,point,4400000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 10 (TECASINT 2021), row Modulus of elasticity (tensile test)","4,400",MPa,4
obs-c152e3d067ebef0ec9e4,tecasint-2021,,ultimate_tensile_strength,point,101000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 10 (TECASINT 2021), row Tensile strength",101,MPa,3
obs-da7f67f3fa34baeae3c9,tecasint-2021,,elongation_at_break,point,0.037000000000000005,,,1,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 527-2,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 10 (TECASINT 2021), row Elongation at break",3.7,%,2
obs-00691403eabb29cfb3a6,tecasint-2021,,flexural_strength,point,145000000.0,,,Pa,typical,"{""product_form"": ""stock_shape""}",DIN EN ISO 178,https://www.ensingerplastics.com/en-us/-/media/ensinger/files/document-teaser-files/brochures/shapes/engineering-plastics-manual-english.ashx,"Page 96, Material standard values, column 10 (TECASINT 2021), row Flexural strength",145,MPa,3
